Loan_ID,Date_Key,Customer_ID,Branch_ID,Employee_ID,Loan_Product_ID,Location_ID,Loan_Status_ID,Payment_Method_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Monthly_EMI,Processing_Fee,Insurance_Fee,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_To_Value,Collateral_Value,Outstanding_Balance,Total_Interest,Total_Repayment,Paid_Amount,Late_Fee,Days_Past_Due,Risk_Score,Default_Flag,Approval_Time_Days
LN038636,2024-08-16,CUST12302,BR179,EMP0133,LP029,LOC022,1,2,923122.91,12.86,48,24700.98,9231.23,2307.81,549658,710,58.87,47.93,1925981.45,1163803.85,262524.16,1185647.06,21843.21,4928.0,15.0,27.0,0.0,3.0
LN038637,2023-03-26,CUST05680,BR129,EMP0058,LP016,LOC068,1,2,2821679.39,14.98,12,254653.39,28216.79,7054.2,1822027,751,24.61,91.82,3073055.31,836510.93,234161.3,3055840.69,2219329.76,399.0,26.0,0.0,0.0,4.0
LN038638,2019-10-05,CUST13509,BR037,EMP0267,LP040,LOC051,4,3,3525090.6,16.4,24,173273.89,35250.91,8812.73,749904,311,14.71,57.59,6121011.63,3057974.0,633482.7,4158573.3,1100599.29,1036.0,25.0,100.0,0.0,5.0
LN038639,2024-04-17,CUST40449,BR178,EMP0387,LP009,LOC022,6,4,1300137.52,10.1,84,21651.06,13001.38,3250.34,506320,423,46.56,54.03,2406325.22,709207.78,518551.45,1818688.97,1109481.18,13034.0,269.0,93.0,1.0,4.0
LN038640,2024-11-03,CUST06243,BR105,EMP0153,LP033,LOC074,4,3,5000000.0,12.82,60,113305.18,50000.0,12500.0,2544570,813,25.5,73.56,6797172.38,4660764.85,1798310.64,6798310.64,2137545.8,3675.0,22.0,0.0,0.0,6.0
LN038641,2020-04-18,CUST02916,BR003,EMP0745,LP009,LOC075,6,2,2732360.86,10.69,36,89053.4,27323.61,6830.9,1347213,448,63.69,91.42,2988799.89,2814798.74,473561.52,3205922.38,391123.64,4088.0,129.0,91.0,1.0,9.0
LN038642,2026-08-24,CUST29990,BR232,EMP0066,LP040,LOC011,1,5,3595686.32,17.18,360,51788.52,35956.86,8989.22,2667138,465,17.36,55.59,6468225.07,10337471.18,15048181.12,18643867.44,8306396.26,3798.0,27.0,67.0,0.0,7.0
LN038643,2023-01-19,CUST02501,BR010,EMP0339,LP021,LOC075,4,2,1746978.5,11.72,12,154988.19,17469.79,4367.45,2150501,601,16.66,44.72,3906481.44,1403064.43,112879.73,1859858.23,456793.8,3159.0,27.0,37.0,0.0,1.0
LN038644,2024-03-09,CUST28435,BR178,EMP0836,LP015,LOC003,1,1,700527.16,7.55,240,5664.84,7005.27,1751.32,525288,566,20.45,56.02,1250494.75,1244549.27,659033.44,1359560.6,115011.32,1854.0,4.0,40.0,0.0,12.0
LN038645,2022-11-27,CUST11134,BR053,EMP0678,LP020,LOC030,1,2,5000000.0,12.53,120,73275.71,50000.0,12500.0,1815784,657,22.85,73.8,6775067.75,6390243.43,3793085.14,8793085.14,2402841.7,1763.0,10.0,21.0,0.0,11.0
LN038646,2025-03-23,CUST13174,BR070,EMP0033,LP013,LOC035,4,4,416194.84,11.01,360,3966.67,4161.95,1040.49,275186,336,16.78,46.99,885709.39,884919.26,1011804.94,1427999.79,543080.52,3358.0,29.0,100.0,0.0,11.0
LN038647,2022-04-19,CUST00345,BR131,EMP0512,LP007,LOC095,5,5,3063729.07,17.29,48,88864.37,30637.29,7659.32,1640040,420,15.93,52.38,5849043.67,2337416.73,1201760.7,4265489.77,1928073.04,4105.0,17.0,72.0,0.0,14.0
LN038648,2020-05-24,CUST48309,BR007,EMP0866,LP034,LOC077,4,3,1336598.45,13.62,24,63934.26,13365.98,3341.5,293506,526,42.81,46.0,2905648.81,561508.07,197823.88,1534422.34,972914.27,1045.0,5.0,63.0,0.0,14.0
LN038649,2025-02-27,CUST31100,BR035,EMP0648,LP006,LOC062,3,4,5000000.0,14.08,36,171082.49,50000.0,12500.0,2350861,872,13.4,89.9,5561735.26,2945795.43,1158969.62,6158969.62,3213174.19,3514.0,11.0,0.0,0.0,7.0
LN038650,2026-02-12,CUST13546,BR131,EMP0585,LP037,LOC057,1,1,433183.1,11.87,240,4730.52,4331.83,1082.96,834073,796,27.36,64.85,667977.02,1102905.47,702141.08,1135324.18,32418.71,470.0,8.0,0.0,0.0,11.0
LN038651,2025-03-18,CUST34893,BR220,EMP0190,LP011,LOC002,3,3,3358656.11,12.06,48,88545.27,33586.56,8396.64,1700260,447,40.01,90.85,3696924.72,440138.51,891517.03,4250173.14,3810034.63,3948.0,9.0,81.0,0.0,14.0
LN038652,2019-10-23,CUST24596,BR125,EMP0684,LP022,LOC009,4,1,1974269.15,11.0,360,18801.43,19742.69,4935.67,2765474,593,37.6,81.79,2413827.06,2087032.0,4794244.58,6768513.73,4681481.74,525.0,25.0,45.0,0.0,2.0
LN038653,2023-06-25,CUST42381,BR236,EMP0313,LP025,LOC079,1,3,5000000.0,11.58,120,70526.76,50000.0,12500.0,1920554,679,58.94,81.84,6109481.92,5954344.04,3463210.78,8463210.78,2508866.74,2871.0,16.0,38.0,0.0,5.0
LN038654,2022-03-20,CUST19028,BR066,EMP0947,LP038,LOC069,5,1,1438793.08,10.15,180,15593.64,14387.93,3596.98,313938,892,18.79,49.26,2920814.2,2094130.6,1368062.71,2806855.78,712725.18,0.0,0.0,0.0,0.0,15.0
LN038655,2025-11-04,CUST26094,BR064,EMP0429,LP017,LOC009,1,5,3337340.82,11.7,24,156633.07,33373.41,8343.35,2876829,840,11.71,68.67,4859969.16,2718673.96,421852.95,3759193.77,1040519.82,1585.0,20.0,0.0,0.0,5.0
LN038656,2020-01-01,CUST15638,BR012,EMP0748,LP034,LOC064,1,3,2416733.22,11.16,36,79303.99,24167.33,6041.83,684273,610,41.23,76.95,3140653.96,1405719.17,438210.32,2854943.54,1449224.37,1497.0,6.0,38.0,0.0,2.0
LN038657,2021-04-26,CUST17384,BR246,EMP0467,LP004,LOC062,4,5,1013137.1,15.83,120,16864.2,10131.37,2532.84,438104,456,11.78,44.35,2284412.85,1765906.62,1010566.63,2023703.73,257797.1,4395.0,30.0,69.0,0.0,2.0
LN038658,2024-03-22,CUST20621,BR226,EMP0945,LP027,LOC003,1,1,2179338.72,10.86,120,29847.95,21793.39,5448.35,2058712,857,38.79,48.93,4453992.88,414554.2,1402414.74,3581753.46,3167199.26,2502.0,3.0,0.0,0.0,5.0
LN038659,2023-07-28,CUST12111,BR217,EMP0128,LP001,LOC040,3,5,1743998.89,15.68,360,23003.08,17439.99,4360.0,516178,800,41.08,62.02,2811994.34,4356659.78,6537111.0,8281109.89,3924450.11,3075.0,30.0,0.0,0.0,10.0
LN038660,2026-02-11,CUST14553,BR238,EMP0980,LP021,LOC097,4,3,243972.99,8.15,24,11050.94,2439.73,609.93,1205639,687,32.08,61.36,397609.17,176805.76,21249.47,265222.46,88416.69,3727.0,6.0,20.0,0.0,8.0
LN038661,2025-12-16,CUST39959,BR109,EMP0978,LP002,LOC077,3,3,1480468.74,14.93,48,41150.04,14804.69,3701.17,1291790,399,13.14,91.17,1623855.14,384399.9,494733.16,1975201.9,1590802.0,4191.0,30.0,84.0,0.0,1.0
LN038662,2020-11-23,CUST25746,BR035,EMP0743,LP028,LOC003,6,4,1612686.79,7.93,240,13418.99,16126.87,4031.72,400205,516,60.61,40.42,3989823.83,1279430.94,1607870.06,3220556.85,1941125.91,19789.0,206.0,72.0,1.0,2.0
LN038663,2023-07-24,CUST12707,BR040,EMP0094,LP005,LOC066,3,3,3420379.4,11.23,84,58979.68,34203.79,8550.95,2154724,460,60.43,87.33,3916614.45,3022169.63,1533913.75,4954293.15,1932123.52,161.0,5.0,95.0,0.0,13.0
LN038664,2025-09-20,CUST07353,BR180,EMP0875,LP025,LOC099,6,3,5000000.0,13.26,12,447196.52,50000.0,12500.0,2044630,394,48.6,64.3,7776049.77,1190433.83,366358.26,5366358.26,4175924.43,13599.0,322.0,95.0,1.0,5.0
LN038665,2022-04-16,CUST28027,BR149,EMP0513,LP012,LOC024,6,4,598653.81,15.92,84,11863.24,5986.54,1496.63,2228710,414,51.54,64.14,933354.86,734438.02,397858.3,996512.11,262074.09,9728.0,231.0,94.0,1.0,8.0
LN038666,2024-11-15,CUST25719,BR088,EMP0677,LP032,LOC038,1,1,1880547.43,13.97,12,168822.39,18805.47,4701.37,1322494,648,53.76,76.95,2443856.31,1487511.59,145321.24,2025868.68,538357.08,4559.0,15.0,34.0,0.0,15.0
LN038667,2024-05-20,CUST27356,BR161,EMP0581,LP004,LOC030,4,4,3183038.18,14.39,120,50171.02,31830.38,7957.6,1269437,656,53.91,75.95,4190965.34,5697250.58,2837484.16,6020522.34,323271.75,1391.0,12.0,34.0,0.0,12.0
LN038668,2020-08-18,CUST15419,BR158,EMP0981,LP008,LOC028,6,4,5000000.0,11.61,240,53700.95,50000.0,12500.0,2596636,307,46.18,49.48,10105092.97,7438453.72,7888228.48,12888228.48,5449774.76,7591.0,177.0,100.0,1.0,11.0
LN038669,2020-12-02,CUST43851,BR031,EMP0319,LP007,LOC074,1,1,5000000.0,11.34,240,52771.32,50000.0,12500.0,2837588,300,40.71,51.74,9663703.13,7238781.49,7665117.04,12665117.04,5426335.55,950.0,28.0,100.0,0.0,2.0
LN038670,2020-08-02,CUST38464,BR209,EMP0517,LP034,LOC032,5,1,5000000.0,16.97,180,76843.93,50000.0,12500.0,1291318,354,45.66,93.14,5368262.83,4340180.15,8831907.46,13831907.46,9491727.3,3870.0,29.0,100.0,0.0,6.0
LN038671,2026-08-03,CUST49244,BR040,EMP0930,LP035,LOC095,1,4,5000000.0,17.86,60,126586.65,50000.0,12500.0,2289010,455,44.38,80.21,6233636.7,5196653.0,2595198.76,7595198.76,2398545.76,0.0,0.0,79.0,0.0,4.0
LN038672,2024-07-22,CUST39858,BR190,EMP0552,LP008,LOC043,1,3,5000000.0,17.6,24,248655.23,50000.0,12500.0,2189039,876,50.8,73.48,6804572.67,249870.91,967725.42,5967725.42,5717854.51,2311.0,17.0,0.0,0.0,15.0
LN038673,2020-08-24,CUST36095,BR157,EMP0744,LP038,LOC064,4,4,5000000.0,17.16,24,247595.89,50000.0,12500.0,2544132,693,59.29,52.38,9545628.1,2014035.97,942301.35,5942301.35,3928265.39,2146.0,30.0,36.0,0.0,12.0
LN038674,2022-04-12,CUST38745,BR135,EMP0479,LP021,LOC092,1,4,2152616.66,15.79,120,35777.95,21526.17,5381.54,1248597,477,32.96,44.39,4849327.92,2896364.92,2140736.96,4293353.63,1396988.71,4887.0,25.0,69.0,0.0,12.0
LN038675,2025-10-11,CUST06445,BR132,EMP0453,LP030,LOC044,1,5,1426535.86,12.4,84,25488.43,14265.36,3566.34,1759354,307,46.13,69.05,2065946.22,224450.1,714492.16,2141028.02,1916577.92,621.0,27.0,100.0,0.0,6.0
LN038676,2021-01-20,CUST45123,BR152,EMP0079,LP030,LOC052,2,5,618638.14,9.11,120,7873.52,6186.38,1546.6,327559,371,29.41,73.39,842946.1,651629.34,326184.56,944822.7,293193.36,2567.0,23.0,93.0,0.0,4.0
LN038677,2019-06-04,CUST12499,BR128,EMP0195,LP017,LOC052,1,3,5000000.0,17.55,60,125746.32,50000.0,12500.0,2488318,811,57.37,69.07,7239032.87,4109922.14,2544779.29,7544779.29,3434857.16,950.0,14.0,1.0,0.0,5.0
LN038678,2023-10-09,CUST46305,BR167,EMP0410,LP039,LOC046,1,3,3677165.93,16.32,60,90047.95,36771.66,9192.91,1612305,802,56.72,81.92,4488727.94,2314030.97,1725710.98,5402876.91,3088845.94,1158.0,1.0,0.0,0.0,2.0
LN038679,2021-02-08,CUST09227,BR060,EMP0932,LP026,LOC100,3,1,3801207.54,7.57,48,92033.25,38012.08,9503.02,2726645,613,23.67,55.89,6801230.17,769283.69,616388.51,4417596.05,3648312.37,532.0,16.0,29.0,0.0,5.0
LN038680,2020-10-24,CUST01857,BR159,EMP0461,LP037,LOC030,4,2,2503743.19,11.36,240,26459.54,25037.43,6259.36,675955,603,62.39,65.81,3804502.65,4639801.53,3846547.6,6350290.79,1710489.26,2533.0,27.0,55.0,0.0,5.0
LN038681,2025-06-04,CUST26628,BR084,EMP0410,LP038,LOC074,2,4,4400635.57,14.14,24,211578.37,44006.36,11001.59,2135336,574,29.34,50.74,8672912.04,2988672.42,677245.25,5077880.82,2089208.4,4576.0,5.0,42.0,0.0,8.0
LN038682,2024-03-13,CUST20339,BR046,EMP0340,LP013,LOC084,4,5,1597043.66,9.95,240,15358.95,15970.44,3992.61,804736,601,35.74,63.02,2534185.44,2518145.86,2089104.04,3686147.7,1168001.84,1620.0,25.0,45.0,0.0,13.0
LN038683,2025-12-08,CUST13934,BR173,EMP0978,LP035,LOC062,5,1,2980728.68,8.64,84,47414.39,29807.29,7451.82,833759,650,56.32,64.49,4622001.36,1351799.84,1002079.67,3982808.35,2631008.51,1945.0,24.0,39.0,0.0,13.0
LN038684,2024-10-16,CUST01177,BR044,EMP0402,LP001,LOC097,5,2,1421832.07,15.95,48,40258.72,14218.32,3554.58,805697,720,27.12,42.75,3325922.96,61323.33,510586.47,1932418.54,1871095.21,4657.0,20.0,6.0,0.0,13.0
LN038685,2022-07-14,CUST16839,BR025,EMP0833,LP036,LOC090,1,3,5000000.0,13.61,48,135656.22,50000.0,12500.0,2260966,389,33.73,40.06,12481278.08,4699923.43,1511498.33,6511498.33,1811574.9,1197.0,22.0,96.0,0.0,8.0
LN038686,2026-11-01,CUST11187,BR021,EMP0270,LP012,LOC066,4,2,1102829.05,12.05,24,51939.75,11028.29,2757.07,549359,537,45.76,62.99,1750800.2,148576.04,143724.88,1246553.93,1097977.89,1800.0,24.0,65.0,0.0,2.0
LN038687,2024-10-18,CUST06967,BR054,EMP0820,LP015,LOC026,4,1,5000000.0,16.91,120,86613.89,50000.0,12500.0,2325034,890,19.86,82.48,6062075.65,7138115.01,5393666.52,10393666.52,3255551.52,2059.0,10.0,0.0,0.0,1.0
LN038688,2019-11-28,CUST22046,BR028,EMP0015,LP039,LOC092,3,2,1122689.31,10.86,48,28940.22,11226.89,2806.72,1686147,598,31.65,92.82,1209533.84,1018642.97,266441.32,1389130.63,370487.66,4446.0,22.0,41.0,0.0,13.0
LN038689,2025-10-18,CUST24304,BR118,EMP0837,LP028,LOC038,4,3,415216.02,15.68,120,6872.84,4152.16,1038.04,293776,753,56.46,48.13,862696.9,278393.63,409524.46,824740.48,546346.85,2984.0,23.0,11.0,0.0,10.0
LN038690,2022-11-26,CUST37209,BR134,EMP0579,LP031,LOC082,1,3,5000000.0,12.19,240,55718.04,50000.0,12500.0,2726533,861,34.53,69.01,7245326.76,6884191.63,8372330.47,13372330.47,6488138.84,0.0,0.0,0.0,0.0,12.0
LN038691,2024-11-09,CUST30811,BR148,EMP0932,LP036,LOC071,3,1,3214801.79,7.94,84,50010.54,32148.02,8037.0,1027836,659,31.57,87.69,3666098.52,3270703.62,986083.96,4200885.75,930182.13,4201.0,13.0,24.0,0.0,7.0
LN038692,2025-02-06,CUST24743,BR030,EMP0933,LP008,LOC080,4,1,559532.53,13.61,24,26761.8,5595.33,1398.83,1760050,646,43.38,81.05,690354.75,448318.98,82750.58,642283.1,193964.12,407.0,4.0,37.0,0.0,14.0
LN038693,2021-02-02,CUST44988,BR213,EMP0792,LP023,LOC038,6,4,2261419.73,17.17,240,33463.18,22614.2,5653.55,2006113,406,49.78,40.31,5610071.27,3614744.13,5769743.96,8031163.69,4416419.56,6184.0,273.0,98.0,1.0,10.0
LN038694,2024-03-19,CUST17590,BR039,EMP0610,LP021,LOC072,5,5,5000000.0,12.74,36,167844.28,50000.0,12500.0,1390930,556,51.95,90.83,5504789.17,2963720.5,1042394.12,6042394.12,3078673.62,515.0,18.0,61.0,0.0,13.0
LN038695,2023-02-02,CUST05480,BR034,EMP0711,LP008,LOC039,6,2,863590.58,16.35,360,11857.24,8635.91,2158.98,1294000,577,48.41,55.71,1550153.63,2897504.84,3405014.11,4268604.69,1371099.86,4574.0,224.0,56.0,1.0,5.0
LN038696,2023-10-30,CUST11367,BR112,EMP0078,LP023,LOC007,5,4,409584.58,9.44,84,6681.66,4095.85,1023.96,418206,859,36.74,46.27,885205.48,163656.37,151675.24,561259.82,397603.44,2875.0,10.0,0.0,0.0,2.0
LN038697,2021-10-07,CUST24410,BR118,EMP0828,LP035,LOC085,1,1,3872985.46,7.78,240,31866.94,38729.85,9682.46,2392706,591,45.52,79.21,4889515.8,7339690.47,3775080.08,7648065.54,308375.07,2890.0,26.0,45.0,0.0,12.0
LN038698,2019-02-23,CUST25398,BR011,EMP0233,LP027,LOC035,6,5,5000000.0,12.23,36,166621.35,50000.0,12500.0,1216298,513,55.99,91.37,5472255.66,133413.94,998368.5,5998368.5,5864954.55,9428.0,190.0,70.0,1.0,5.0
LN038699,2026-04-27,CUST24233,BR100,EMP0319,LP039,LOC050,1,1,5000000.0,13.2,48,134634.34,50000.0,12500.0,2764391,729,46.89,54.12,9238728.75,5836502.65,1462448.15,6462448.15,625945.51,4590.0,9.0,13.0,0.0,5.0
LN038700,2022-10-05,CUST02398,BR175,EMP0301,LP023,LOC013,1,3,2094842.26,8.56,240,18259.16,20948.42,5237.11,1774887,370,25.68,46.99,4458059.72,3624017.44,2287355.56,4382197.82,758180.38,243.0,22.0,91.0,0.0,10.0
LN038701,2026-08-03,CUST09775,BR136,EMP0542,LP016,LOC057,3,1,4717587.46,12.0,24,222073.22,47175.87,11793.97,1666828,505,62.68,61.79,7634872.08,2038290.43,612169.87,5329757.33,3291466.9,3135.0,7.0,83.0,0.0,10.0
LN038702,2025-02-04,CUST20619,BR081,EMP0140,LP037,LOC085,3,5,5000000.0,14.35,24,240891.97,50000.0,12500.0,1746669,668,22.77,89.09,5612302.17,1934274.44,781407.24,5781407.24,3847132.8,666.0,10.0,17.0,0.0,10.0
LN038703,2026-03-27,CUST13438,BR130,EMP0843,LP035,LOC029,3,1,2590941.84,9.72,24,119224.26,25909.42,6477.35,919963,346,39.44,93.11,2782667.64,163712.36,270440.41,2861382.26,2697669.9,0.0,0.0,100.0,0.0,4.0
LN038704,2023-12-23,CUST21530,BR143,EMP0587,LP018,LOC042,1,2,5000000.0,9.79,360,43104.67,50000.0,12500.0,1886396,453,51.3,76.73,6516356.05,8505897.08,10517681.44,15517681.44,7011784.36,3534.0,2.0,84.0,0.0,15.0
LN038705,2025-08-03,CUST29967,BR129,EMP0415,LP001,LOC061,5,2,5000000.0,12.36,84,89229.16,50000.0,12500.0,2749560,593,54.49,71.83,6960879.86,1127428.14,2495249.66,7495249.66,6367821.52,189.0,24.0,57.0,0.0,15.0
LN038706,2023-04-11,CUST11989,BR028,EMP0299,LP020,LOC025,1,2,2856684.57,16.95,240,41793.28,28566.85,7141.71,624012,363,51.68,86.53,3301380.52,8459212.79,7173702.64,10030387.21,1571174.42,918.0,15.0,100.0,0.0,1.0
LN038707,2026-09-11,CUST18830,BR198,EMP0420,LP025,LOC056,4,5,1658446.16,17.02,120,28844.43,16584.46,4146.12,2128932,306,17.9,53.3,3111531.26,902452.26,1802884.97,3461331.13,2558878.87,1617.0,4.0,100.0,0.0,6.0
LN038708,2026-01-04,CUST08766,BR139,EMP0366,LP001,LOC100,4,4,5000000.0,7.87,84,77607.63,50000.0,12500.0,2657999,592,50.94,65.22,7666360.01,292863.49,1519040.74,6519040.74,6226177.25,3438.0,1.0,49.0,0.0,14.0
LN038709,2021-03-22,CUST08764,BR061,EMP0857,LP024,LOC063,5,1,4757771.69,10.35,36,154302.91,47577.72,11894.43,2841220,680,36.49,68.68,6927448.58,43577.36,797133.01,5554904.69,5511327.34,1950.0,1.0,23.0,0.0,7.0
LN038710,2026-03-02,CUST09676,BR003,EMP0640,LP003,LOC052,1,1,1280322.99,13.4,48,34602.59,12803.23,3200.81,683216,621,59.41,48.21,2655720.79,254700.0,380601.18,1660924.18,1406224.18,1372.0,3.0,53.0,0.0,3.0
LN038711,2019-10-02,CUST38397,BR237,EMP0967,LP001,LOC100,1,1,5000000.0,13.93,180,66352.08,50000.0,12500.0,2708769,799,24.24,89.81,5567308.76,10006215.42,6943375.29,11943375.29,1937159.88,2692.0,13.0,0.0,0.0,11.0
LN038712,2026-06-17,CUST35862,BR231,EMP0653,LP032,LOC035,6,5,1848120.04,7.63,60,37146.81,18481.2,4620.3,2420128,474,46.21,83.85,2204078.76,1337712.72,380688.5,2228808.54,891095.82,8455.0,276.0,75.0,1.0,6.0
LN038713,2024-09-05,CUST35959,BR044,EMP0404,LP033,LOC030,3,5,4284694.64,8.02,180,40996.26,42846.95,10711.74,902580,323,32.36,86.48,4954549.76,629969.55,3094632.15,7379326.79,6749357.23,3817.0,9.0,100.0,0.0,8.0
LN038714,2025-09-06,CUST25013,BR016,EMP0015,LP009,LOC044,3,4,4786188.31,14.14,24,230115.38,47861.88,11965.47,1933265,836,28.8,74.29,6442574.12,2096686.17,736580.71,5522769.03,3426082.85,3532.0,28.0,0.0,0.0,8.0
LN038715,2020-07-26,CUST27417,BR119,EMP0332,LP040,LOC012,1,5,5000000.0,16.81,48,143784.18,50000.0,12500.0,2753460,616,54.3,43.78,11420740.06,4288966.72,1901640.83,6901640.83,2612674.1,510.0,9.0,43.0,0.0,3.0
LN038716,2023-04-12,CUST11169,BR174,EMP0745,LP040,LOC031,1,4,5000000.0,16.72,60,123511.35,50000.0,12500.0,2998527,632,63.88,73.11,6839009.71,2342568.58,2410680.88,7410680.88,5068112.31,3529.0,19.0,49.0,0.0,1.0
LN038717,2019-04-04,CUST14808,BR146,EMP0466,LP031,LOC050,3,5,5000000.0,10.5,60,107469.5,50000.0,12500.0,1871512,868,50.4,41.19,12138868.66,1041915.21,1448170.11,6448170.11,5406254.91,0.0,0.0,0.0,0.0,15.0
LN038718,2024-11-23,CUST16133,BR032,EMP0650,LP018,LOC087,3,5,3954090.29,14.6,12,356143.62,39540.9,9885.23,808294,528,29.71,49.7,7955916.07,3653416.04,319633.11,4273723.39,620307.36,2424.0,27.0,60.0,0.0,5.0
LN038719,2025-02-10,CUST39519,BR115,EMP0282,LP040,LOC051,4,4,5000000.0,8.98,180,50653.86,50000.0,12500.0,2421172,862,28.2,77.61,6442468.75,8477327.47,4117694.52,9117694.52,640367.05,2745.0,14.0,0.0,0.0,13.0
LN038720,2025-05-20,CUST08571,BR041,EMP0254,LP016,LOC060,4,2,5000000.0,9.89,24,230470.86,50000.0,12500.0,2446401,344,28.95,58.15,8598452.28,5444477.43,531300.7,5531300.7,86823.26,1997.0,3.0,98.0,0.0,11.0
LN038721,2021-11-30,CUST02670,BR102,EMP0357,LP038,LOC072,6,2,2208853.03,14.33,120,34735.7,22088.53,5522.13,922051,568,49.5,57.02,3873821.53,752491.85,1959430.98,4168284.02,3415792.16,4224.0,351.0,62.0,1.0,15.0
LN038722,2025-09-12,CUST13733,BR087,EMP0320,LP009,LOC061,1,3,5000000.0,8.35,360,37915.41,50000.0,12500.0,2325644,356,59.89,64.55,7745933.38,9441472.51,8649548.4,13649548.4,4208075.89,1523.0,30.0,100.0,0.0,7.0
LN038723,2019-01-20,CUST10594,BR134,EMP0954,LP029,LOC094,2,5,1640594.26,14.78,240,21336.97,16405.94,4101.49,2233336,867,62.73,45.43,3611257.45,4834147.06,3480278.17,5120872.43,286725.37,3037.0,2.0,0.0,0.0,10.0
LN038724,2021-05-31,CUST27934,BR003,EMP0846,LP038,LOC009,1,2,1495566.2,11.51,48,39025.14,14955.66,3738.92,603247,500,29.48,54.63,2737628.04,997596.73,377640.68,1873206.88,875610.15,4769.0,6.0,59.0,0.0,11.0
LN038725,2024-05-10,CUST48128,BR120,EMP0436,LP027,LOC063,4,4,1618879.24,12.94,180,20418.87,16188.79,4047.2,1159625,618,24.92,55.59,2912177.07,3024646.82,2056517.58,3675396.82,650750.0,250.0,24.0,37.0,0.0,4.0
LN038726,2020-12-06,CUST11658,BR236,EMP0742,LP003,LOC015,1,2,1845496.41,16.06,60,44937.74,18454.96,4613.74,1400367,665,39.27,92.34,1998588.27,1411589.91,850768.15,2696264.56,1284674.65,419.0,27.0,25.0,0.0,10.0
LN038727,2023-11-24,CUST35088,BR024,EMP0295,LP029,LOC066,1,4,4863131.76,14.77,24,235265.88,48631.32,12157.83,2435650,896,18.71,64.46,7544417.87,5455657.45,783249.35,5646381.11,190723.66,4296.0,30.0,0.0,0.0,15.0
LN038728,2024-02-13,CUST16146,BR142,EMP0913,LP006,LOC021,1,5,2871594.88,11.44,12,254386.06,28715.95,7178.99,775648,334,39.47,66.17,4339723.26,1574791.39,181037.81,3052632.69,1477841.3,2545.0,7.0,100.0,0.0,10.0
LN038729,2024-07-04,CUST48663,BR051,EMP0253,LP019,LOC062,1,4,1512129.12,13.28,180,19411.53,15121.29,3780.32,2092896,764,13.39,48.01,3149612.83,595209.69,1981946.14,3494075.26,2898865.56,3298.0,4.0,0.0,0.0,10.0
LN038730,2025-07-09,CUST05114,BR012,EMP0690,LP033,LOC095,1,3,2176526.33,17.03,12,198540.53,21765.26,5441.32,1351641,775,47.6,94.36,2306619.68,1878428.05,205960.07,2382486.4,504058.35,3760.0,19.0,0.0,0.0,4.0
LN038731,2020-12-11,CUST46635,BR203,EMP0722,LP029,LOC092,4,1,4246379.78,15.16,120,68925.61,42463.8,10615.95,978187,527,12.95,59.11,7183860.23,1228462.18,4024693.93,8271073.71,7042611.53,4160.0,18.0,45.0,0.0,8.0
LN038732,2021-10-05,CUST40954,BR200,EMP0141,LP038,LOC061,3,5,5000000.0,17.71,360,74171.59,50000.0,12500.0,2309334,659,48.04,73.28,6823144.1,564148.13,21701771.16,26701771.16,26137623.03,3227.0,24.0,29.0,0.0,12.0
LN038733,2023-06-25,CUST36024,BR235,EMP0527,LP015,LOC076,4,1,5000000.0,12.07,180,60233.76,50000.0,12500.0,2744860,305,27.07,53.97,9264406.15,6183015.47,5842077.02,10842077.02,4659061.55,1667.0,23.0,100.0,0.0,13.0
LN038734,2025-10-14,CUST15647,BR154,EMP0947,LP006,LOC038,4,1,1873079.48,10.1,180,20242.95,18730.79,4682.7,888065,721,47.35,81.52,2297693.18,2415620.12,1770651.96,3643731.44,1228111.33,2223.0,18.0,19.0,0.0,15.0
LN038735,2020-04-04,CUST12476,BR219,EMP0417,LP023,LOC026,5,3,3616966.02,12.03,240,39901.59,36169.66,9042.42,1652181,518,35.12,74.22,4873303.71,8365926.92,5959414.62,9576380.64,1210453.72,4943.0,7.0,63.0,0.0,6.0
LN038736,2022-04-14,CUST34092,BR166,EMP0148,LP005,LOC064,3,4,1732804.4,10.87,12,153043.07,17328.04,4332.01,2635014,685,31.05,85.76,2020527.52,339766.9,103712.46,1836516.86,1496749.97,2361.0,11.0,24.0,0.0,14.0
LN038737,2021-09-19,CUST27397,BR002,EMP0229,LP017,LOC087,5,1,5000000.0,9.71,120,65275.04,50000.0,12500.0,2344168,663,17.98,82.29,6076072.43,7297937.62,2833005.21,7833005.21,535067.59,0.0,0.0,22.0,0.0,14.0
LN038738,2019-02-10,CUST36885,BR120,EMP0058,LP031,LOC055,4,4,1159083.5,17.92,12,106220.64,11590.83,2897.71,609071,308,12.63,49.28,2352036.32,776566.97,115564.21,1274647.7,498080.73,778.0,16.0,100.0,0.0,12.0
LN038739,2025-09-23,CUST49381,BR017,EMP0628,LP040,LOC049,1,4,1653577.58,12.15,48,43666.92,16535.78,4133.94,361962,864,15.09,70.79,2335891.48,582987.94,442434.73,2096012.3,1513024.37,2274.0,1.0,0.0,0.0,10.0
